# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# SQ        : Zonneschijnduur (in 0.1 uur) berekend uit de globale straling (-1 voor <0.05 uur) / Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# STN,YYYYMMDD,   TG,   TN,   TX,   SQ,   RH
  260,20200720,  161,  104,  202,  133,   -1
  260,20200721,  145,   75,  205,  127,    0
  260,20200722,  145,   73,  211,  109,    0
  260,20200723,  184,   93,  246,   54,    0
  260,20200724,  185,  145,  223,   41,    6
  260,20200725,  184,  139,  223,   10,   42
  260,20200726,  187,  139,  224,  115,   18
  260,20200727,  184,  134,  239,   16,   -1
  260,20200728,  179,  159,  206,   73,    1
  260,20200729,  162,  107,  202,   92,    0
  260,20200730,  183,   91,  251,  132,    0
  260,20200731,  245,  122,  320,  143,    0
  260,20200801,  206,  131,  252,   57,    4
  260,20200802,  168,  100,  216,   79,    0
  260,20200803,  154,   92,  212,   22,    3
  260,20200804,  164,   82,  221,  122,    0
  260,20200805,  206,  140,  283,  130,    0
  260,20200806,  223,  116,  310,  135,    0
  260,20200807,  247,  145,  340,  139,    0
  260,20200808,  264,  146,  346,   97,    0
  260,20200809,  267,  215,  326,   98,   -1
  260,20200810,  261,  188,  327,   90,    0
  260,20200811,  270,  213,  345,  118,    0
  260,20200812,  263,  204,  323,   79,    3
  260,20200813,  251,  191,  317,   58,    2
  260,20200814,  233,  184,  286,   81,    1
  260,20200815,  225,  186,  285,   72,    4
  260,20200816,  225,  165,  304,   57,  297
  260,20200817,  189,  154,  254,   36,   11
  260,20200818,  183,  132,  240,  105,    1
  260,20200819,  213,  130,  272,   89,   -1
  260,20200820,  232,  189,  280,   46,   35
  260,20200821,  239,  181,  285,   99,   -1
  260,20200822,  192,  167,  224,   73,   27
  260,20200823,  176,  150,  213,   70,   81
  260,20200824,  165,  114,  207,   59,   73
  260,20200825,  170,  124,  212,   12,   21
  260,20200826,  161,  130,  184,    8,   95
  260,20200827,  160,  116,  198,   13,   14
  260,20200828,  161,  127,  210,   62,  145
  260,20200829,  149,  121,  188,   65,   14
  260,20200830,  153,  110,  186,   26,   57
  260,20200831,  145,   92,  183,   46,    0
  260,20200901,  135,   90,  176,   50,    0
  260,20200902,  148,   79,  217,  102,    0
  260,20200903,  163,  107,  207,    0,  122
  260,20200904,  173,  138,  210,   44,   21
  260,20200905,  148,  104,  188,   68,   86
  260,20200906,  142,   90,  193,   88,   12
  260,20200907,  155,   80,  210,   98,    0
  260,20200908,  173,  151,  190,    0,   -1
  260,20200909,  168,   86,  209,    0,    5
  260,20200910,  132,   70,  198,   72,    0
  260,20200911,  137,   87,  200,   99,    0
  260,20200912,  142,   86,  191,   33,    0
  260,20200913,  164,  109,  225,  100,    0
  260,20200914,  186,   95,  285,  115,    0
  260,20200915,  212,  123,  314,  113,    0
  260,20200916,  184,  133,  235,   75,    0
  260,20200917,  135,   79,  190,  112,    0
  260,20200918,  145,   74,  213,  114,    0
  260,20200919,  154,   73,  233,  114,    0
  260,20200920,  149,   75,  228,  114,    0
  260,20200921,  149,   77,  253,  114,    0
  260,20200922,  141,   52,  236,  112,    0
  260,20200923,  162,   95,  218,   29,   80
  260,20200924,  137,  115,  175,   62,   67
  260,20200925,  109,   88,  135,   47,   44
  260,20200926,  128,   91,  162,   72,  110
  260,20200927,  142,  129,  163,   13,   34
  260,20200928,  128,  121,  137,    0,   28
  260,20200929,  151,  121,  193,   35,   28
  260,20200930,  153,  120,  184,   22,   17
  260,20201001,  131,   90,  156,    5,   76
  260,20201002,  129,   80,  160,    5,    1
  260,20201003,  126,   99,  147,    2,   66
  260,20201004,  119,  105,  148,   36,   17
  260,20201005,  122,  102,  144,    6,   58
  260,20201006,  128,  112,  148,   19,   87
  260,20201007,  124,  107,  150,   17,   41
  260,20201008,  131,  108,  159,    0,  134
  260,20201009,  118,   82,  153,   34,   52
  260,20201010,   87,   51,  129,   46,   99
  260,20201011,   94,   51,  137,   62,   44
  260,20201012,   94,   43,  145,   44,   -1
  260,20201013,   96,   66,  128,   74,    0
  260,20201014,   92,   60,  123,   21,    0
  260,20201015,   94,   59,  115,   11,    0
  260,20201016,   83,   46,  122,   58,    0
  260,20201017,   71,   20,  125,   28,   -1
  260,20201018,   88,   20,  134,   27,    0
  260,20201019,   94,   70,  132,    8,    2
  260,20201020,  117,   78,  144,    0,    3
  260,20201021,  154,  125,  203,   11,   86
  260,20201022,  139,  107,  161,   48,    5
  260,20201023,  120,   62,  159,   28,   -1
  260,20201024,  139,  117,  162,    6,    2
  260,20201025,  121,  100,  159,    3,   41
  260,20201026,  104,   86,  127,   45,    1
  260,20201027,  101,   75,  120,    9,   18
  260,20201028,  100,   83,  130,   15,  116
  260,20201029,  107,   78,  137,   24,   76
  260,20201030,  143,  133,  157,    2,   26
  260,20201031,  135,  109,  155,   17,   27
  260,20201101,  143,  105,  176,    9,   38
  260,20201102,  158,  106,  193,    8,   20
  260,20201103,   92,   66,  129,   52,    6
  260,20201104,   67,    9,  128,   80,    0
  260,20201105,   64,    6,  128,   46,    0
  260,20201106,   84,   46,  124,   65,    0
  260,20201107,   68,   35,  126,   75,    0
  260,20201108,   84,   18,  132,   15,   -1
  260,20201109,  121,   85,  169,   49,    0
  260,20201110,  124,   88,  164,   43,   -1
  260,20201111,  114,  102,  130,    2,    0
  260,20201112,  102,   66,  132,   25,  124
  260,20201113,   95,   49,  129,   14,    2
  260,20201114,  124,   83,  147,   14,   15
  260,20201115,  127,   98,  156,   15,   77
  260,20201116,  102,   89,  123,   13,   23
  260,20201117,  120,  106,  129,    3,    1
  260,20201118,  128,  109,  149,   70,    3
  260,20201119,   82,   37,  117,   23,   70
  260,20201120,   60,   35,   85,   10,    1
  260,20201121,   87,   55,  102,    0,    3
  260,20201122,   89,   51,  116,   24,   32
  260,20201123,   61,   11,  106,   67,    0
  260,20201124,   79,   51,  102,   20,    0
  260,20201125,   67,   37,   92,   46,    0
  260,20201126,   88,   74,   98,    0,   53
  260,20201127,   63,   35,   75,    0,   27
  260,20201128,   42,   33,   56,    0,    0
  260,20201129,    9,  -36,   37,   28,    0
  260,20201130,   24,  -42,   84,    0,   89
  260,20201201,   81,   64,   98,    3,   72
  260,20201202,   58,   52,   64,    0,   -1
  260,20201203,   55,   46,   62,    0,   37
  260,20201204,   50,   -8,   80,   10,   12
  260,20201205,   13,  -30,   56,   56,    0
  260,20201206,   18,  -18,   42,    0,   -1
  260,20201207,   42,   19,   55,    2,   83
  260,20201208,   18,  -16,   48,    3,    0
  260,20201209,    8,  -15,   31,    0,   -1
  260,20201210,    6,   -5,   29,   31,    0
  260,20201211,   26,   -3,   44,    0,   13
  260,20201212,   65,   42,   89,    0,   12
  260,20201213,   69,   57,   79,    2,   13
  260,20201214,   96,   65,  116,    8,   32
  260,20201215,   87,   50,  104,    4,    6
  260,20201216,   72,   46,   97,   61,    1
  260,20201217,   89,   64,  103,    8,   42
  260,20201218,   79,   56,  110,   53,    0
  260,20201219,   83,   51,  115,   23,    3
  260,20201220,   86,   69,   99,   18,    0
  260,20201221,   79,   43,  131,    0,  212
  260,20201222,  106,   86,  131,    0,   56
  260,20201223,  109,   86,  123,    3,  167
  260,20201224,   54,   32,   91,    7,   36
  260,20201225,   32,  -11,   66,   60,   -1
  260,20201226,   45,   25,   59,    3,   12
  260,20201227,   50,   32,   59,    0,  130
  260,20201228,   36,   13,   54,   27,   50
  260,20201229,   37,   25,   58,    7,   42
  260,20201230,   42,   24,   68,   32,    9
  260,20201231,   21,  -21,   40,    3,   29
