lag_1,lag_2,lag_4,lag_8,rolling_mean_4,rolling_mean_8,rolling_std_4,rolling_std_8,week_of_year,week_cos,hol_easter,hol_kings_day,hol_pentecost,hol_christmas,temp_mean,precip_sum,sunshine_sum,lockdown_days,school_holiday,product_id,week_start
-17.733183,-7.691784,-0.07413277,-2.754825,-20.182838,-4.5591817,4.891626,-2.5163143,4.154668,3.2404265,3.127538,-0.012600532,-0.02589599,0.0024192072,-2.0765455,1.5971009,-0.9637979,4.5312753,-0.008437957,457,2021-03-29
-17.51654,-7.411812,-1.4849652,-2.604243,-19.104202,-4.2955146,5.0495377,-1.961128,4.322212,3.0506527,3.127538,-0.012600532,-0.02589599,0.0024192072,-2.2217495,1.6656177,-0.98838896,4.6358614,-0.02804957,463,2021-03-29
-19.657473,-7.777995,-0.7572109,-2.5303216,-21.758633,-7.072343,5.0379014,-2.6503613,3.940301,2.9495795,3.127538,-0.012600532,-0.029967748,0.0024192072,-1.9514818,1.6402599,-0.9560684,4.3667545,-0.008437957,468,2021-03-29
-19.629192,-7.970318,-0.10988587,-2.5303216,-21.717344,-7.0877295,4.890621,-2.7718804,3.9764185,2.9809206,3.127538,-0.012600532,-0.029967748,0.0024192072,-1.9561598,1.5651138,-0.9550577,4.3698726,-0.008437957,469,2021-03-29
-17.562935,-8.349064,-0.10516681,-2.538854,-21.898531,-8.608653,4.7047005,-2.9205697,4.206354,2.9940894,3.0621607,-0.012600532,-0.029967748,0.0024192072,-1.9445469,1.5913503,-0.95598227,4.3667545,-0.008437957,478,2021-03-29
-18.503832,-7.979231,-0.1063243,-2.535049,-21.611406,-6.942342,4.892533,-2.7982357,4.024233,3.0034559,3.127538,-0.012600532,-0.02589599,0.0024192072,-2.0957944,1.5948535,-0.9637979,4.3786697,-0.008437957,481,2021-03-29
247.10562,116.9743,-12.351128,-16.824524,139.73413,-3.4723701,9.304767,0.92517793,36.968403,26.51937,8.708817,-0.37926456,-0.24000625,0.0031080472,18.04583,21.430576,-5.835277,22.327414,-0.9382532,2,2021-04-05
370.35583,97.46672,53.42369,6.0716224,158.50806,0.825562,-18.340673,-5.4013076,28.585777,57.19875,11.994121,-0.089589134,-0.21750762,0.0031080472,29.463263,15.193665,-9.574324,16.32254,1.1722276,7,2021-04-05
359.83453,82.62589,0.52268416,7.4621344,154.67241,11.764334,-9.165875,3.240563,36.56956,37.220676,10.949681,-0.23837045,-0.34845814,0.0031080472,27.207628,18.749638,-4.825445,20.367226,-0.23302904,8,2021-04-05
194.42175,-16.690363,3.97875,-21.823578,65.292656,16.446146,23.022408,4.0027766,21.826195,26.414236,9.431504,-0.09425336,-0.21758145,0.012629929,13.568395,10.441449,-4.560258,18.694027,0.5499588,11,2021-04-05
239.17358,71.910614,6.0053997,17.320175,120.36979,21.34333,-10.158317,7.51363,43.339535,34.760715,10.124983,-0.3885376,-0.21582638,0.0031080472,16.362978,15.055797,-5.257648,26.012005,-0.7048504,13,2021-04-05
52.970257,57.657146,8.695395,7.4066677,89.16752,27.112923,-10.51294,-0.36092016,28.928057,35.590733,15.460849,-0.06226831,-0.14417568,0.0031080472,10.402111,5.556906,-1.1618088,26.9264,-0.7091913,17,2021-04-05
35.989697,-4.258555,0.5178016,-5.313078,62.924694,18.78982,-1.024479,-0.5687757,22.938053,18.525848,12.439564,-0.04324453,-0.0036637122,0.021217467,9.582292,6.1199317,-1.6184311,21.450386,0.104066744,18,2021-04-05
144.05763,6.350954,11.3606615,0.8500783,70.77424,25.242039,-1.2607327,-0.34308198,25.651867,29.674225,29.9957,-0.06226831,-0.044045825,0.031413086,13.204817,8.333439,-0.21956517,31.419197,1.1830238,21,2021-04-05
179.6318,68.638016,-2.3771124,22.836823,86.417725,24.471312,-16.989264,5.9293666,44.88533,29.14742,16.103533,-0.41710857,-0.2638235,0.0031080472,20.633371,10.751795,-1.1623765,26.04675,0.23508833,32,2021-04-05
8.704364,-2.7535772,-3.7205393,-3.6806889,6.1650467,5.7432227,1.4050627,1.148746,8.947894,7.3115277,7.437166,-0.11165899,-0.036093038,0.021217467,4.3836985,2.8485625,-1.3203076,10.676729,-0.23516977,39,2021-04-05
42.13273,16.902637,7.1608744,-6.3120394,73.4337,18.146446,2.5618482,23.824467,24.386545,28.365862,20.661995,-0.043767884,-0.010071108,0.022005351,11.595509,6.2306914,0.7814355,29.686886,-0.015139565,40,2021-04-05
207.30138,68.85615,-10.477748,9.408735,72.52996,17.16439,23.13675,10.293428,45.580956,31.7136,16.296577,-0.5167909,-0.16898756,0.0031080472,25.806625,15.191856,-2.9793324,21.117943,-0.53222567,42,2021-04-05
145.88185,-3.2055068,9.66299,16.373693,45.74904,23.542522,-9.866263,0.93140835,24.78281,31.336145,33.834927,0.0083985515,-0.08135399,0.012629929,12.445475,6.616189,0.25307837,31.610918,0.11091994,44,2021-04-05
-14.495079,-2.3890254,-4.218312,12.238621,3.6561291,12.28677,-1.2666548,0.6017245,11.565554,8.365183,6.9514685,-0.046918396,-0.049185537,0.021217467,4.56423,2.6312723,0.33970824,11.88269,-0.16255237,46,2021-04-05
-10.912788,6.9321127,-5.8977284,2.853613,4.34671,10.483792,-4.5498843,0.67145646,11.429071,7.6359963,4.574974,-0.051467765,-0.14331312,0.021217467,3.3289104,3.1260047,1.2450901,12.250595,-0.029792314,48,2021-04-05
39.28437,-5.23856,6.395162,-7.7291455,31.79116,16.779682,-14.167491,4.5713124,17.100183,20.215118,14.56127,0.07299325,-0.05344346,0.0020384162,8.483512,4.850445,-2.7697308,26.423225,-0.02361951,50,2021-04-05
26.821653,1.2435855,10.83288,-8.401958,57.611008,16.11689,-15.493461,17.328922,22.889963,22.174232,18.851624,0.04335391,-0.045279734,0.015650988,9.7755375,6.027968,-3.4177692,31.499231,-0.2544758,60,2021-04-05
27.66254,11.942383,10.281957,-1.0093739,72.89436,25.926855,0.45645908,1.4050225,26.7993,16.638365,24.576412,-0.045171052,-0.02230113,0.021217467,11.455588,4.9023457,0.48783806,29.750725,-0.0076827826,63,2021-04-05
1.5878593,-2.0097423,-1.5787724,-2.4773152,6.184338,12.063859,0.7571061,-0.9309303,10.982451,7.3936253,6.254149,-0.038433563,-0.07410369,0.021217467,4.984924,3.1110873,-0.8321367,12.046473,-0.006026713,66,2021-04-05
6.449872,-2.24102,-5.291002,-3.258283,6.294678,13.577651,0.46199653,-0.6567999,10.721247,8.113552,6.4155245,-0.06618112,-0.06186107,0.021217467,4.306397,2.995188,-0.9253934,11.833638,-0.008754332,67,2021-04-05
-18.078213,-2.7447715,2.5922344,7.080706,66.09681,20.786566,-19.474669,0.0013382428,22.506208,12.726797,18.02705,-0.027172562,-0.102900445,0.0020384162,10.596314,3.4435716,2.7359471,29.348408,-0.050461646,68,2021-04-05
7.116112,-2.5937655,13.827089,-3.4619868,27.306404,21.340498,1.1136954,1.0538027,16.548538,10.517895,18.803032,-0.044647697,-0.011151118,0.021217467,10.513064,3.8863068,-0.787467,22.752962,-0.006026713,71,2021-04-05
-9.521626,-5.4388485,-2.5504694,-2.5331063,-4.0422907,5.02691,2.0657413,-0.60010505,6.6018867,5.431088,5.622349,-0.057830144,-0.036099233,0.0024192072,4.3964405,2.5421634,-0.18936504,10.79761,-0.0035065487,72,2021-04-05
-15.474649,-1.9183494,-0.98588556,-2.5077107,-4.4949427,5.1926255,0.5385149,0.69338197,7.1694384,5.996017,4.753453,-0.046428017,-0.04363696,0.021217467,3.509914,2.5543768,-0.35745117,9.164984,-0.00077893026,79,2021-04-05
-11.814655,-2.0631983,-4.482761,11.050643,3.6457324,12.548044,1.770607,-0.053275596,10.106711,8.548153,8.2953005,-0.05107597,-0.074762754,0.021217467,4.770958,2.888299,0.39753732,13.447017,-0.16255237,83,2021-04-05
3.431439,-5.979184,0.6131073,-2.9410784,6.2467656,13.706361,5.034369,-1.0567244,12.047149,7.9226966,7.5881286,-0.038565926,-0.03226681,0.0024192072,6.1890836,2.699281,-0.69068056,13.270678,-0.006026713,90,2021-04-05
6.0161543,-6.1337247,-3.4703867,-2.9518468,-2.72926,4.398433,-1.0411252,-0.27739814,5.8340764,6.060052,7.5756016,-0.05721526,-0.028878218,0.0024192072,4.5786715,2.4677181,-1.3146008,13.405653,-0.008754332,94,2021-04-05
-18.243433,-9.724749,-0.31561813,-3.854906,-20.899145,3.9050472,7.7921114,24.641928,8.661982,8.224529,10.17404,-0.06522531,-0.0444599,0.0024192072,3.8605409,2.8594654,0.4792198,9.34527,0.012901072,95,2021-04-05
0.870939,-3.4063153,-3.6135108,-3.1126256,19.131653,11.376732,1.3795768,0.45170918,16.337471,8.062194,5.593109,-0.029934347,-0.036726117,0.021217467,7.1410666,3.375292,-1.0956129,10.108781,-0.006026713,107,2021-04-05
-9.856898,-0.9199437,-1.8773882,-3.0045545,-4.050908,0.41574058,1.3095553,-0.817361,6.415965,5.6997333,5.124557,-0.056818765,-0.02943265,0.0024192072,4.609044,2.404588,-0.16574745,10.593842,-0.00077893026,111,2021-04-05
-2.7024972,-3.0308244,-3.0447168,-3.0917594,4.743182,7.9991426,5.0221157,0.12969354,8.723183,6.8533106,7.115102,-0.068730935,-0.03881093,0.0024192072,5.317347,2.8176427,-0.7862115,11.210682,-0.004824683,117,2021-04-05
-17.31735,0.16366881,-4.135138,-2.025516,-3.9905648,13.790728,3.2145727,14.140552,9.907527,10.140633,8.894807,-0.046918396,-0.079108015,0.021217467,3.997785,2.70365,0.23984529,10.772102,-0.0030792076,122,2021-04-05
-1.5347337,5.7481403,-3.6102903,-2.2302215,15.030434,7.599503,-0.37181115,1.617176,14.627008,7.5262666,5.4955626,-0.038940333,-0.01444801,0.021217467,6.083195,2.408849,0.7601442,11.838969,-0.015229776,140,2021-04-05
-11.318614,-1.7255187,-2.0000916,-2.90659,-5.291163,5.0303755,5.1225853,-0.8277782,6.398883,5.8793497,5.5842767,-0.056426972,-0.034909934,0.0024192072,4.629493,2.769106,-0.10737365,10.827781,-0.004824683,146,2021-04-05
1.8805385,-0.52408195,-4.359595,-2.7815468,6.6433153,11.3803215,-0.72867715,0.30272487,11.078117,6.940808,4.9193473,-0.05119133,-0.07347061,0.021217467,4.367548,2.9663644,-0.48518935,8.895774,-0.008754332,155,2021-04-05
-11.325375,-0.29911083,-3.2201173,-2.5886912,-3.689021,9.144925,5.128913,0.64149827,7.524449,5.959429,5.56061,-0.06008196,-0.04200562,0.021217467,5.162447,2.6416156,-0.17001157,11.799973,-0.023033995,164,2021-04-05
-19.029566,-0.8616681,-1.2741275,-3.0993438,-8.947503,2.2047684,-0.46273068,-1.1155441,6.183749,5.517612,4.76412,-0.0656171,-0.039373286,0.0024192072,4.0654583,2.3871105,-0.1866258,7.536132,0.015388477,172,2021-04-05
-13.037264,-4.171979,-0.21986201,-0.9984137,-9.625432,3.0886698,0.36205736,-0.56047493,6.693371,5.5177283,5.039496,-0.0143955,-0.03437396,0.0024192072,4.021569,2.44863,-0.24132267,8.922978,0.025788214,174,2021-04-05
-20.888016,1.842903,15.817974,13.148336,22.122091,16.852665,0.6677995,4.6405106,17.186682,10.314693,14.485608,-0.025384981,-0.04076932,0.021217467,10.496602,2.620153,0.9174873,22.043505,-0.17212115,176,2021-04-05
17.275368,-5.930561,-4.1495633,-3.1458766,31.738655,9.382562,0.3793646,-0.2037728,16.980177,12.134464,10.749893,-0.044647697,-0.062267188,0.021217467,7.161251,3.9154747,-1.499363,12.132427,-0.01944688,177,2021-04-05
-17.773758,-6.8366117,-0.9857807,-3.2739193,-18.801394,-5.53839,5.0865507,-1.8546983,5.5553823,4.662578,3.1035619,-0.012600532,-0.02589599,0.0024192072,3.5746732,1.6833245,-0.08068462,6.917171,-0.008184723,187,2021-04-05
23.671028,9.97989,10.1335335,-4.8205667,68.45081,21.539923,2.5758214,24.578959,26.835981,20.284258,28.677546,-0.045171052,-0.010754105,0.021217467,13.597239,5.720597,1.300001,31.419357,-0.005377275,193,2021-04-05
-15.704641,-0.9693761,5.2230883,-2.6443331,-4.5925536,2.6970644,-0.025051177,0.7717317,7.9733624,5.5538316,7.7424393,-0.03452574,-0.0351369,0.0024192072,5.1992264,2.2955053,-0.18942517,14.487862,-0.020306379,197,2021-04-05
-18.985735,-8.041601,-1.580837,-2.906737,-20.708803,-5.04219,5.3241596,-1.446268,5.5886235,4.4250402,3.5178075,-0.012600532,-0.029597277,0.0024192072,3.5745385,1.7289402,-0.047680203,6.51735,-0.00413897,198,2021-04-05
1.0676781,-2.1580646,-3.5846958,-1.4534945,23.57268,10.272453,0.47344047,0.2697378,15.928803,8.545834,8.977849,-0.029934347,-0.035000846,0.021217467,7.069359,3.8568554,-1.1199877,11.1673355,0.011546252,212,2021-04-05
-2.7256324,-2.0074074,-2.2556064,-2.1970124,4.168632,5.684067,4.855744,-0.99698883,9.180994,6.8854938,6.639629,-0.0570999,-0.039835606,0.0024192072,5.521993,2.7513857,-0.8886665,10.888619,-0.00077893026,223,2021-04-05
-9.866756,-6.9197397,-2.1794446,-3.13052,-15.307567,-2.347394,2.0815516,-0.65201306,5.7520237,4.8672166,4.360045,-0.034893554,-0.029597277,0.0024192072,4.188781,2.295963,-0.11510359,8.381631,-0.023750585,224,2021-04-05
-18.572952,-6.554221,-2.154385,-3.3779955,-20.60735,-5.1896687,5.0750446,-2.359718,5.671322,4.618123,3.1129303,-0.012600532,-0.02589599,0.0024192072,3.3228798,1.7535815,-0.1623348,6.2519765,-0.008268888,225,2021-04-05
-11.160803,-5.3181257,-1.4268433,-2.8942027,-14.869866,-2.5414486,4.9275923,-1.166825,5.986971,4.9931655,4.3141894,-0.034893554,-0.029597277,0.0024192072,4.211909,2.4365125,-0.092343524,8.425745,-0.00413897,243,2021-04-05
-18.012974,-5.0844784,-2.1951473,-3.0683043,-9.580234,2.6799645,5.4897943,-0.88367033,6.6603184,5.816384,4.413524,-0.012600532,-0.034909934,0.0024192072,4.2960997,2.404971,-0.16728331,7.8158283,-0.0075523006,259,2021-04-05
-12.796826,-6.127799,-2.453142,-3.2236292,-15.05277,-0.008020144,4.9037366,-0.72248393,6.44446,5.269886,4.360045,-0.012600532,-0.029597277,0.0024192072,4.4036717,2.1720047,-0.114199355,8.122084,-0.0035065487,260,2021-04-05
-19.952618,-6.0930853,-2.1558173,-3.3782575,-18.804918,-5.4281325,5.430917,-2.1617038,5.6626906,4.670146,3.1129303,-0.012600532,-0.02589599,0.0024192072,3.3863854,1.73235,-0.13465632,6.4493833,-0.027796336,261,2021-04-05
-13.495214,-5.73553,-1.8281014,-3.45207,-9.354036,2.9829726,5.593716,-1.4984425,6.484939,5.622738,4.2834353,-0.012600532,-0.03120865,0.0024192072,4.2849865,2.2065294,-0.11524023,8.862617,-0.0075523006,263,2021-04-05
-12.933587,-6.189329,-2.4373217,-3.0858805,-13.644691,-0.188644,5.335346,-0.73718613,6.2437606,5.2595077,4.3141894,-0.012600532,-0.029597277,0.0024192072,4.357255,2.1179419,-0.13596112,8.120429,-0.02707975,270,2021-04-05
-16.679283,-6.04029,-2.128999,-2.894633,-16.489695,-2.581871,5.468222,-0.2898399,6.0847983,4.7671447,4.340669,-0.012600532,-0.029597277,0.0024192072,4.039883,2.1014354,-0.07325895,7.6791635,-0.027796336,278,2021-04-05
-14.72474,-7.617841,-2.1578462,-3.2130702,-15.763796,-2.3372824,5.215258,-1.2574652,5.9577765,4.762844,4.21855,-0.012600532,-0.029597277,0.0024192072,4.0165358,2.0307229,-0.082452014,7.9562645,-0.0042231353,279,2021-04-05
-14.431278,-6.105853,-2.1530313,-3.154542,-16.04565,0.05900678,5.4512153,-0.60274476,6.070897,5.2026987,4.3141894,-0.012600532,-0.029597277,0.0024192072,4.2878423,2.1177084,-0.073145896,8.08326,-0.008268888,281,2021-04-05
-16.926254,-1.1362958,-2.2221975,-2.9481337,-3.8833897,3.5541708,0.42225233,-0.55188936,7.054755,5.510819,4.75212,-0.03452574,-0.03530153,0.0024192072,4.149637,2.503556,-0.20859502,8.9441595,-0.023033995,303,2021-04-05
-20.46729,-8.309143,-0.93274677,-3.0953794,-22.507326,-7.3487773,4.953427,-2.552213,5.1677995,4.3161497,3.1129303,-0.012600532,-0.02589599,0.0024192072,3.267299,1.5939299,-0.096104115,6.1273885,-0.008184723,315,2021-04-05
-14.479348,-5.356765,-1.4084088,-2.8988667,-15.246437,-2.495341,5.186624,-1.084616,6.423035,4.9616528,4.3141894,-0.012600532,-0.029597277,0.0024192072,4.082161,2.1824534,-0.107854165,8.0135765,-0.00413897,327,2021-04-05
-18.845123,-8.256206,-2.0658233,-3.394685,-23.11975,-8.47541,4.9243035,-2.617699,5.2350235,4.385338,3.047553,-0.012600532,-0.029967748,0.0024192072,3.154251,1.6772361,-0.11368047,6.041418,-0.008268888,343,2021-04-05
-18.369862,-7.7481775,-2.203437,-2.9211285,-16.078417,-2.4577816,5.178552,-0.7386507,6.100752,4.6537385,3.9654443,-0.012600532,-0.029597277,0.0024192072,3.8329947,1.9287534,-0.090965964,6.9545555,-0.023750585,364,2021-04-05
-19.533224,-8.117966,-1.5800726,-3.0952592,-22.497158,-7.0429506,5.1062136,-2.664109,5.126876,4.307221,3.1129303,-0.012600532,-0.02589599,0.0024192072,3.2672906,1.6949258,-0.09930761,6.1273885,-0.008184723,371,2021-04-05
-9.251943,-5.038797,-2.140533,-2.9818573,-4.018132,3.5786831,0.056709513,-0.23362343,6.501444,5.255887,5.1008654,-0.056818765,-0.03530153,0.0024192072,4.3608885,2.5481555,-0.20945929,10.625783,-0.0035065487,374,2021-04-05
-20.710217,-7.7920837,-2.2648888,-3.1136074,-22.223598,-5.9648924,5.117497,-2.4934428,5.0102286,4.3017097,3.1129303,-0.012600532,-0.029967748,0.0024192072,3.1793108,1.6509995,-0.12041506,6.054096,-0.027796336,376,2021-04-05
-17.878181,-7.627199,-2.320283,-3.147414,-16.082233,0.11762426,5.1465435,-0.7998891,6.0223503,5.044715,3.9654443,-0.012600532,-0.029597277,0.0024192072,4.208972,1.9867015,-0.13685614,7.2806473,-0.0035065487,437,2021-04-05
-18.05506,-7.5300684,-2.2745473,-3.3612256,-18.539845,-5.274563,5.120917,-2.1900184,5.4851947,4.6022058,3.1129303,-0.012600532,-0.02589599,0.0024192072,3.431378,1.6845937,-0.12288788,6.6320643,-0.027796336,457,2021-04-05
-20.088089,-6.9511213,-2.4194744,-3.4289103,-21.702427,-5.251445,4.914828,-1.8651646,5.375041,4.6646166,3.047553,-0.012600532,-0.029967748,0.0024192072,3.3694541,1.7490661,-0.12734103,6.3567433,-0.02707975,463,2021-04-05
-18.374561,-8.491842,-1.6280391,-3.322438,-23.35014,-9.616617,4.886836,-2.9185863,5.1808977,4.3016987,3.047553,-0.012600532,-0.028754694,0.0024192072,3.1266267,1.676265,-0.08225851,6.0446014,-0.008184723,468,2021-04-05
-18.922155,-8.173879,-2.2601695,-3.1221397,-23.116076,-8.968197,4.923436,-2.657798,5.1894145,4.3148775,3.047553,-0.012600532,-0.029967748,0.0024192072,3.1481838,1.6772361,-0.121339664,6.054096,-0.027796336,469,2021-04-05
-18.920038,-8.259923,-2.1047034,-3.1152253,-23.301134,-9.040859,4.923436,-2.6724894,5.2612615,4.3015947,3.047553,-0.012600532,-0.029967748,0.0024192072,3.151586,1.6772361,-0.121339664,6.0446014,-0.027796336,478,2021-04-05
-20.860952,-8.110288,-0.95934886,-3.090652,-23.150888,-7.772291,4.960521,-2.837332,4.9520726,4.4171486,3.1129303,-0.012600532,-0.029967748,0.0024192072,3.172627,1.5771297,-0.09582402,6.054096,-0.008184723,481,2021-04-05
369.5571,73.8595,-9.918952,17.1355,144.35643,3.3747144,-27.69814,7.9293633,30.386518,27.039873,-0.6443515,-0.6180534,-0.19229136,0.0031080472,17.294487,5.9243946,-0.5109212,12.410995,0.57881916,2,2021-04-12
384.05768,98.208115,46.637756,-6.3964806,155.7241,-0.28262323,-3.1071687,8.678498,24.510242,48.472313,-0.66174805,-0.089837074,-0.23442052,0.0031080472,13.551544,7.3582144,-7.632625,8.688072,0.7040868,7,2021-04-12
385.20654,91.43513,26.203428,2.021087,158.10658,7.318403,-13.292604,7.820058,26.690193,41.549297,-0.7011746,-0.28196204,-0.28609827,0.0031080472,20.659388,9.836056,-5.823793,10.157859,-0.02866698,8,2021-04-12
211.81828,73.21396,22.971352,-9.747453,108.541245,36.145496,11.615586,13.69814,43.15829,41.53728,-0.57135046,-0.57861775,-0.18151338,0.0031080472,13.799529,11.482114,4.549375,14.031717,-0.12832043,11,2021-04-12
239.39548,68.43655,-12.694524,-5.75142,111.89032,25.12386,-10.939522,6.2302613,45.41241,32.221428,-0.68460757,-0.4543135,-0.18547584,0.0031080472,13.375525,10.246182,-1.2060698,17.67225,-0.27410766,13,2021-04-12
21.063396,-4.508841,-0.43261638,11.989254,71.669304,31.988096,-9.176591,-0.21047406,22.456299,26.264355,-1.1969339,-0.043745257,-0.372743,-0.0011989642,10.321953,1.4288125,-2.0957448,16.535013,0.10537919,17,2021-04-12
42.904797,18.826927,1.2023534,-5.488952,63.549286,18.962992,6.678956,-0.2587842,22.92293,25.050167,-1.409762,-0.04115354,-0.023503426,0.022005351,10.152234,4.611402,-1.4887213,16.477646,0.103201374,18,2021-04-12
136.89053,38.760944,3.8038752,15.72325,70.00698,38.43273,-7.0479574,10.029517,38.656166,33.892437,-2.609437,-0.12403479,-0.1542967,0.0032656158,7.2152524,3.31057,2.1005003,25.463017,0.47488537,21,2021-04-12
329.81616,63.477924,48.621346,-6.59673,103.105225,19.375822,-7.9002614,9.712814,35.45181,34.419678,-0.359742,-0.51565105,-0.13457535,0.0031080472,16.277084,13.822173,-5.482285,12.577801,-0.18969783,32,2021-04-12
-2.0352955,-1.2596034,-0.41177613,-2.2877524,22.26805,11.00987,0.70554197,-0.03568771,17.571331,7.9304137,-0.58681244,-0.02853118,-0.011654914,0.021217467,7.105854,0.50594556,-1.1575676,9.854974,-0.23239861,39,2021-04-12
37.128628,21.18329,0.685443,-4.914301,65.87889,13.730119,-5.1428037,17.212883,22.349228,27.98391,-1.569293,0.045586422,-0.11273555,0.022005351,9.978814,5.0073586,-2.7531807,18.841965,-0.28759167,40,2021-04-12
267.69424,67.18454,47.487278,-8.037118,119.019325,17.928427,-3.997874,5.3432555,50.15741,32.295223,-0.62996745,-0.5537283,-0.1310543,0.0031080472,14.414339,11.386419,-3.4748573,17.278782,-0.2423135,42,2021-04-12
8.319894,75.86581,1.6895292,4.7464395,74.36294,28.66104,-6.469215,-1.7690915,27.582003,30.53503,-1.2955041,-0.17277288,-0.2154366,0.0031080472,5.968835,2.9576678,0.59812,14.816748,-0.6892515,44,2021-04-12
-14.548844,-4.595079,2.8793778,2.1756601,3.318875,7.636102,-0.8250834,-0.12129736,10.297215,7.7740016,-1.1588737,-0.03519867,-0.041157167,0.0024192072,5.05792,0.34885836,-0.50306994,11.935335,0.006811602,46,2021-04-12
-2.1965709,-1.7467552,-2.1708407,-2.6401439,26.878298,13.10331,-5.69562,-1.712763,14.396673,7.933863,-0.6991941,-0.03158524,-0.04417825,0.0024192072,5.859472,1.4442272,-1.2406777,12.516142,-0.0095638735,48,2021-04-12
129.0782,-10.573258,0.5819664,8.679794,33.440926,17.447918,-12.3671055,3.8773448,27.81727,24.318386,-1.1050805,0.012828317,-0.48290825,-0.00198685,9.305191,2.7352517,-5.7780104,27.273787,0.431621,50,2021-04-12
-4.564315,-7.6808906,-2.59643,12.856485,52.72843,21.702965,-8.866588,17.726034,31.793676,16.12444,-1.0862929,-0.02591683,-0.72849756,-0.00198685,10.3548565,1.6797426,-1.3903573,19.25958,-0.06498359,60,2021-04-12
-4.1047096,7.065861,3.1850066,-2.3893638,60.41542,17.54969,0.5679916,-1.5735286,28.910664,9.67137,-0.6889832,-0.029934347,-0.008612876,0.021217467,9.187127,1.4900172,0.22794911,18.203976,-0.015186238,63,2021-04-12
-6.7124586,1.7302971,-2.4575326,-1.8914226,5.5727243,11.659052,0.18171114,-0.78364754,10.824761,6.936289,-0.4628155,-0.03703039,-0.07670925,0.021217467,4.3164616,0.568622,-0.13399075,9.528604,-0.0034630094,66,2021-04-12
-12.269387,1.4412935,-3.1099427,-1.9221431,6.116668,12.146357,0.65732205,-1.2541662,11.857474,6.5940943,-0.43171114,-0.033884194,-0.034545857,0.021217467,4.679931,1.0125586,0.081187144,9.418834,-0.0034630094,67,2021-04-12
41.67012,-10.199706,-1.6368937,15.455795,58.906044,16.73801,-14.176215,3.4285274,20.665394,24.376528,-1.0691572,-0.027180059,-0.04492578,0.0020384162,10.5485,1.5121043,-1.3891141,29.76195,0.21045682,68,2021-04-12
-1.1612948,4.162257,-3.4791021,8.539797,23.316242,20.30371,-0.74157137,-0.20828412,21.263002,9.990958,-0.30826563,-0.029934347,-0.029661074,0.021217467,8.104878,0.37925312,-0.6454751,14.654815,-0.16479889,71,2021-04-12
-17.60465,-1.7761105,-1.0221694,-0.4526248,-8.307332,3.667818,0.8565481,-0.812191,6.9479985,6.123806,-0.37522388,-0.0143955,-0.034417897,0.0024192072,3.1387322,0.871525,-0.30069822,6.424991,0.016837575,72,2021-04-12
-15.091779,-3.3969638,-1.1236902,-1.6859906,-8.339724,3.8780918,0.4579787,1.5629108,7.4487257,5.4070606,-0.3624955,-0.025296288,-0.03573706,0.0024192072,3.307155,0.7659134,-0.2138865,6.4315743,-0.023707043,79,2021-04-12
-1.1104288,-2.6850092,-0.40340847,-2.0477648,7.505874,12.795996,1.5146822,-1.3711609,11.661394,7.0104785,-0.5315764,-0.038957722,-0.039473433,0.0024192072,4.3780546,0.38722107,-0.49228483,10.908587,-0.23239861,83,2021-04-12
-4.540774,-0.1399597,-1.5433505,-2.0282135,16.653887,15.4567585,2.016128,-1.6407228,18.011341,7.6030684,-0.2311966,-0.015105182,-0.0148835415,0.021217467,6.002421,0.73863155,-0.28581232,8.508147,-0.005983174,90,2021-04-12
-15.581028,3.7710848,-2.5210958,-1.5797244,-2.9379666,4.1404366,-0.43709287,-0.44295377,7.566898,5.2383733,-0.34061077,-0.03479698,-0.03622268,0.021217467,3.6829748,1.0310302,-0.23136903,9.6912565,-0.004179596,94,2021-04-12
-9.953865,-7.044038,0.72788125,-0.29142773,-13.97791,3.680865,2.7807543,20.657991,8.55669,9.711105,-0.56722903,-0.0889215,-0.04355018,0.0024192072,4.622966,1.4230294,2.430715,9.370262,0.017417705,95,2021-04-12
-10.121814,0.59815925,0.4534977,-1.8538612,21.23526,14.355712,0.10361567,-0.22724853,19.57633,7.166823,-0.18929653,-0.02853118,-0.017686643,0.021217467,6.8810463,0.9922381,-0.35954913,8.848059,-0.020262841,107,2021-04-12
-17.073624,-1.3365892,-1.111914,-2.0437758,-12.999291,-0.30373374,0.99706495,-1.0883627,6.718039,5.322848,-0.27232745,-0.012992328,-0.030032808,0.0024192072,3.2589643,0.79604644,-0.13500081,6.2163806,-0.023707043,111,2021-04-12
-5.3340898,-2.6797864,1.4238497,-1.8902886,5.0535574,11.836383,4.7651353,-1.3817161,12.209434,7.1689134,-0.50746447,-0.036638595,-0.039473433,0.021217467,5.118668,0.7856848,-0.617275,11.048795,-0.23644437,117,2021-04-12
-12.738907,-3.7731853,-1.7722492,7.1247144,-3.283841,15.257811,0.8342685,11.307336,10.972881,11.3255205,-0.739437,-0.04709777,-0.043157607,0.0024192072,6.598352,0.5592007,2.4309978,15.003794,-0.16250883,122,2021-04-12
-13.596101,1.1358404,-1.6208882,-2.1179802,5.2977805,9.4373045,-0.2946785,0.46977916,10.540667,6.591952,-0.4602242,-0.045515224,-0.050941207,0.021217467,4.5229683,0.7178976,-0.6138322,9.666246,-0.0034630094,140,2021-04-12
