lag_1,lag_2,lag_4,lag_8,rolling_mean_4,rolling_mean_8,rolling_std_4,rolling_std_8,week_of_year,week_cos,hol_easter,hol_kings_day,hol_pentecost,hol_christmas,temp_mean,precip_sum,sunshine_sum,lockdown_days,school_holiday,product_id,week_start
-19.295956,-6.2449894,0.31090868,-3.0919268,-17.04902,1.5221765,4.6981654,-0.0942028,9.860991,0.13997924,-0.2982845,-0.012409053,-0.028504048,0.0024192072,-2.7664766,0.949116,0.42900082,3.8690517,0.03916471,177,2021-01-04
-17.664017,-7.85767,-0.63779855,-2.875169,-13.265062,-3.7650712,4.3673897,-0.15348227,8.495613,-0.1078967,-0.2365021,-0.012409053,-0.028504048,0.0024192072,-2.8283317,0.87878233,0.35929307,4.046846,0.06582567,187,2021-01-04
-18.459728,-5.9550314,-0.774976,-2.8421724,-11.95286,5.4398346,0.9528867,0.37198862,11.972795,0.34292164,-0.28529504,-0.012800849,-0.035122007,0.0024192072,-2.9084048,1.1202464,0.38970903,4.0621943,0.08808074,193,2021-01-04
-17.74131,-7.823612,-0.2612879,-3.8350494,-14.106197,-2.1611798,4.4892683,-0.90518975,8.363336,-0.043399658,-0.1992905,-0.012409053,-0.024802761,0.0024192072,-2.5793629,0.8977022,0.44380328,3.840221,0.019553093,197,2021-01-04
-17.201395,-8.488484,0.12666032,-3.682023,-19.483574,-7.4823337,4.275174,-1.6152002,7.977185,-0.3312323,-0.19669762,-0.012409053,-0.027661465,0.0024192072,-2.3372579,0.8683988,0.3461558,3.675701,0.019637262,198,2021-01-04
-18.098282,-5.822685,-0.15515359,-3.6238384,-14.310613,-2.1239092,4.7677865,-1.0272499,8.920777,-0.20608956,-0.2610729,-0.012409053,-0.024802761,0.0024192072,-2.6004505,1.0568911,0.466086,3.915008,0.019553093,212,2021-01-04
-18.91606,-7.981457,-0.60731065,-2.2912114,-16.69286,-2.2151425,4.433094,-0.1234547,8.605485,-0.022233006,-0.2370787,-0.013812224,-0.029301753,0.0024192072,-2.9497247,0.9100978,0.47139677,3.9343295,0.025994258,223,2021-01-04
-19.758204,-8.330268,0.9418277,-3.7231343,-19.41276,-6.3787456,4.318039,-1.3322166,7.813919,-0.24805918,-0.1992905,-0.012409053,-0.024802761,0.0024192072,-2.5097287,0.86834264,0.3922722,3.6749377,0.03916471,225,2021-01-04
-19.098356,-8.316669,-0.4056511,-3.1935277,-18.294283,-3.9069743,4.3826404,-0.44872445,7.928053,-0.29690933,-0.23390923,-0.012409053,-0.0325758,0.0024192072,-2.485085,0.8623735,0.42762372,3.780676,2.5649322e-05,243,2021-01-04
-19.706194,-7.939072,-0.3653354,-3.3269188,-17.798367,-2.0890129,4.480697,-0.22576173,8.055024,-0.17717111,-0.2365021,-0.012409053,-0.0325758,0.0024192072,-2.5885475,0.85655916,0.43528292,3.7679977,0.019553093,259,2021-01-04
-19.768501,-8.30395,0.99501586,-3.7234924,-18.695232,-3.927718,4.0676303,-0.8888862,7.6824627,-0.17502287,-0.1992905,-0.012409053,-0.028874518,0.0024192072,-2.350166,0.86181605,0.38868406,3.6661408,0.03916471,260,2021-01-04
-19.623486,-7.7877655,-0.2640234,-3.683459,-16.94714,-3.3779943,4.448389,-0.5807214,8.05502,-0.19543701,-0.1992905,-0.012409053,-0.024802761,0.0024192072,-2.5919406,0.86950666,0.47156587,3.7151096,0.019553093,261,2021-01-04
