product_id,week,sku_sold,week_start
0,2020-06-22/2020-06-28,469,2020-06-22
0,2020-09-14/2020-09-20,313,2020-09-14
0,2020-12-14/2020-12-20,3,2020-12-14
0,2021-06-21/2021-06-27,624,2021-06-21
1,2019-08-26/2019-09-01,63,2019-08-26
1,2019-09-09/2019-09-15,1508,2019-09-09
1,2019-12-30/2020-01-05,62,2019-12-30
1,2020-11-02/2020-11-08,249,2020-11-02
1,2020-11-09/2020-11-15,514,2020-11-09
1,2021-01-11/2021-01-17,13,2021-01-11
1,2021-06-14/2021-06-20,312,2021-06-14
1,2021-06-28/2021-07-04,440,2021-06-28
1,2021-07-05/2021-07-11,187,2021-07-05
1,2021-07-12/2021-07-18,627,2021-07-12
1,2021-08-16/2021-08-22,7,2021-08-16
1,2021-08-23/2021-08-29,2,2021-08-23
1,2021-10-18/2021-10-24,380,2021-10-18
1,2021-10-25/2021-10-31,876,2021-10-25
1,2021-11-01/2021-11-07,12,2021-11-01
1,2021-12-06/2021-12-12,5,2021-12-06
2,2018-02-26/2018-03-04,344,2018-02-26
2,2018-03-05/2018-03-11,369,2018-03-05
2,2018-03-12/2018-03-18,499,2018-03-12
2,2018-03-19/2018-03-25,228,2018-03-19
2,2018-03-26/2018-04-01,217,2018-03-26
2,2018-04-02/2018-04-08,285,2018-04-02
2,2018-04-09/2018-04-15,798,2018-04-09
2,2018-04-16/2018-04-22,171,2018-04-16
2,2018-04-23/2018-04-29,329,2018-04-23
2,2018-04-30/2018-05-06,173,2018-04-30
2,2018-05-07/2018-05-13,171,2018-05-07
2,2018-05-14/2018-05-20,57,2018-05-14
2,2018-05-21/2018-05-27,171,2018-05-21
2,2018-05-28/2018-06-03,171,2018-05-28
2,2018-06-04/2018-06-10,85,2018-06-04
2,2018-06-11/2018-06-17,114,2018-06-11
2,2018-06-18/2018-06-24,112,2018-06-18
2,2018-06-25/2018-07-01,171,2018-06-25
2,2018-07-02/2018-07-08,172,2018-07-02
2,2018-07-16/2018-07-22,114,2018-07-16
2,2018-07-23/2018-07-29,114,2018-07-23
2,2018-08-13/2018-08-19,110,2018-08-13
2,2018-08-20/2018-08-26,57,2018-08-20
2,2018-08-27/2018-09-02,57,2018-08-27
2,2018-09-24/2018-09-30,0,2018-09-24
2,2019-04-01/2019-04-07,342,2019-04-01
2,2019-04-08/2019-04-14,457,2019-04-08
2,2019-04-15/2019-04-21,228,2019-04-15
2,2019-04-22/2019-04-28,172,2019-04-22
2,2019-04-29/2019-05-05,283,2019-04-29
2,2019-05-06/2019-05-12,520,2019-05-06
2,2019-05-13/2019-05-19,343,2019-05-13
2,2019-05-20/2019-05-26,287,2019-05-20
2,2019-05-27/2019-06-02,115,2019-05-27
2,2019-06-03/2019-06-09,228,2019-06-03
2,2019-06-10/2019-06-16,57,2019-06-10
2,2019-06-17/2019-06-23,171,2019-06-17
2,2019-06-24/2019-06-30,114,2019-06-24
2,2019-07-01/2019-07-07,57,2019-07-01
2,2019-07-08/2019-07-14,53,2019-07-08
2,2019-07-15/2019-07-21,57,2019-07-15
2,2019-07-22/2019-07-28,86,2019-07-22
2,2019-07-29/2019-08-04,28,2019-07-29
2,2019-08-05/2019-08-11,114,2019-08-05
2,2019-08-19/2019-08-25,85,2019-08-19
2,2020-02-03/2020-02-09,517,2020-02-03
2,2020-02-10/2020-02-16,171,2020-02-10
2,2020-02-17/2020-02-23,112,2020-02-17
2,2020-02-24/2020-03-01,229,2020-02-24
2,2020-03-02/2020-03-08,114,2020-03-02
2,2020-03-09/2020-03-15,344,2020-03-09
2,2020-03-16/2020-03-22,343,2020-03-16
2,2020-03-23/2020-03-29,744,2020-03-23
2,2020-03-30/2020-04-05,285,2020-03-30
2,2020-04-06/2020-04-12,402,2020-04-06
2,2020-04-13/2020-04-19,685,2020-04-13
2,2020-04-20/2020-04-26,906,2020-04-20
2,2020-04-27/2020-05-03,515,2020-04-27
2,2020-05-04/2020-05-10,744,2020-05-04
2,2020-05-11/2020-05-17,458,2020-05-11
2,2020-05-18/2020-05-24,743,2020-05-18
2,2020-05-25/2020-05-31,401,2020-05-25
2,2020-06-01/2020-06-07,458,2020-06-01
2,2020-06-08/2020-06-14,114,2020-06-08
2,2020-06-15/2020-06-21,230,2020-06-15
2,2020-06-22/2020-06-28,171,2020-06-22
2,2020-06-29/2020-07-05,171,2020-06-29
2,2020-07-06/2020-07-12,115,2020-07-06
2,2020-07-13/2020-07-19,114,2020-07-13
2,2020-07-20/2020-07-26,225,2020-07-20
2,2020-07-27/2020-08-02,171,2020-07-27
2,2020-08-03/2020-08-09,114,2020-08-03
2,2020-08-10/2020-08-16,114,2020-08-10
2,2020-08-24/2020-08-30,114,2020-08-24
2,2020-11-09/2020-11-15,57,2020-11-09
2,2021-02-08/2021-02-14,867,2021-02-08
2,2021-02-15/2021-02-21,404,2021-02-15
2,2021-02-22/2021-02-28,805,2021-02-22
2,2021-03-01/2021-03-07,285,2021-03-01
2,2021-03-08/2021-03-14,458,2021-03-08
2,2021-03-15/2021-03-21,805,2021-03-15
2,2021-03-22/2021-03-28,513,2021-03-22
2,2021-03-29/2021-04-04,979,2021-03-29
2,2021-04-05/2021-04-11,865,2021-04-05
2,2021-04-12/2021-04-18,114,2021-04-12
2,2021-04-19/2021-04-25,460,2021-04-19
2,2021-04-26/2021-05-02,458,2021-04-26
2,2021-05-03/2021-05-09,1091,2021-05-03
2,2021-05-10/2021-05-16,516,2021-05-10
2,2021-05-24/2021-05-30,573,2021-05-24
2,2021-05-31/2021-06-06,114,2021-05-31
2,2021-06-07/2021-06-13,228,2021-06-07
2,2021-06-14/2021-06-20,114,2021-06-14
2,2021-06-21/2021-06-27,85,2021-06-21
2,2021-06-28/2021-07-04,28,2021-06-28
2,2021-07-05/2021-07-11,228,2021-07-05
2,2021-07-12/2021-07-18,142,2021-07-12
2,2021-07-19/2021-07-25,85,2021-07-19
2,2021-07-26/2021-08-01,28,2021-07-26
2,2021-08-02/2021-08-08,57,2021-08-02
2,2021-08-09/2021-08-15,86,2021-08-09
2,2021-08-16/2021-08-22,170,2021-08-16
2,2021-08-23/2021-08-29,28,2021-08-23
2,2021-08-30/2021-09-05,56,2021-08-30
2,2021-09-06/2021-09-12,28,2021-09-06
2,2021-09-13/2021-09-19,28,2021-09-13
2,2021-09-20/2021-09-26,142,2021-09-20
2,2021-09-27/2021-10-03,171,2021-09-27
3,2019-11-11/2019-11-17,473,2019-11-11
3,2019-11-18/2019-11-24,36,2019-11-18
3,2019-12-09/2019-12-15,366,2019-12-09
3,2019-12-16/2019-12-22,364,2019-12-16
3,2020-12-14/2020-12-20,363,2020-12-14
3,2021-01-11/2021-01-17,145,2021-01-11
3,2021-01-25/2021-01-31,727,2021-01-25
3,2021-04-05/2021-04-11,7,2021-04-05
3,2021-12-13/2021-12-19,292,2021-12-13
4,2018-01-15/2018-01-21,435,2018-01-15
4,2018-06-25/2018-07-01,584,2018-06-25
4,2018-10-15/2018-10-21,437,2018-10-15
4,2019-02-04/2019-02-10,437,2019-02-04
4,2019-06-10/2019-06-16,579,2019-06-10
4,2019-10-07/2019-10-13,580,2019-10-07
4,2019-12-30/2020-01-05,581,2019-12-30
4,2020-05-18/2020-05-24,882,2020-05-18
4,2020-06-01/2020-06-07,6,2020-06-01
4,2020-07-20/2020-07-26,722,2020-07-20
4,2020-08-10/2020-08-16,6,2020-08-10
4,2020-09-21/2020-09-27,724,2020-09-21
4,2020-10-05/2020-10-11,602,2020-10-05
4,2020-10-26/2020-11-01,39,2020-10-26
4,2021-04-19/2021-04-25,15,2021-04-19
4,2021-05-10/2021-05-16,1459,2021-05-10
4,2021-06-21/2021-06-27,726,2021-06-21
4,2021-07-05/2021-07-11,729,2021-07-05
5,2019-04-22/2019-04-28,348,2019-04-22
5,2019-05-20/2019-05-26,345,2019-05-20
5,2019-06-03/2019-06-09,7,2019-06-03
5,2019-06-17/2019-06-23,228,2019-06-17
5,2019-09-16/2019-09-22,230,2019-09-16
5,2019-12-02/2019-12-08,219,2019-12-02
5,2019-12-09/2019-12-15,557,2019-12-09
5,2019-12-23/2019-12-29,438,2019-12-23
5,2020-02-10/2020-02-16,222,2020-02-10
5,2020-04-20/2020-04-26,443,2020-04-20
5,2020-06-01/2020-06-07,4,2020-06-01
5,2020-08-24/2020-08-30,118,2020-08-24
5,2020-09-07/2020-09-13,236,2020-09-07
5,2020-09-14/2020-09-20,356,2020-09-14
5,2020-09-21/2020-09-27,716,2020-09-21
5,2020-09-28/2020-10-04,591,2020-09-28
5,2020-10-19/2020-10-25,235,2020-10-19
5,2021-03-08/2021-03-14,851,2021-03-08
5,2021-03-29/2021-04-04,570,2021-03-29
5,2021-06-07/2021-06-13,1137,2021-06-07
5,2021-08-23/2021-08-29,963,2021-08-23
6,2018-07-16/2018-07-22,973,2018-07-16
6,2019-07-08/2019-07-14,1158,2019-07-08
6,2020-06-15/2020-06-21,480,2020-06-15
6,2020-10-05/2020-10-11,488,2020-10-05
6,2021-05-17/2021-05-23,385,2021-05-17
6,2021-05-24/2021-05-30,12,2021-05-24
6,2021-09-13/2021-09-19,964,2021-09-13
6,2021-10-18/2021-10-24,4,2021-10-18
7,2017-12-25/2017-12-31,271,2017-12-25
7,2018-01-01/2018-01-07,373,2018-01-01
7,2018-01-08/2018-01-14,153,2018-01-08
7,2018-01-15/2018-01-21,395,2018-01-15
7,2018-01-22/2018-01-28,236,2018-01-22
7,2018-01-29/2018-02-04,186,2018-01-29
7,2018-02-05/2018-02-11,307,2018-02-05
7,2018-02-12/2018-02-18,341,2018-02-12
7,2018-02-19/2018-02-25,143,2018-02-19
7,2018-02-26/2018-03-04,406,2018-02-26
7,2018-03-05/2018-03-11,486,2018-03-05
7,2018-03-12/2018-03-18,564,2018-03-12
7,2018-03-19/2018-03-25,620,2018-03-19
7,2018-03-26/2018-04-01,547,2018-03-26
7,2018-04-02/2018-04-08,829,2018-04-02
7,2018-04-09/2018-04-15,812,2018-04-09
7,2018-04-16/2018-04-22,612,2018-04-16
7,2018-04-23/2018-04-29,486,2018-04-23
7,2018-04-30/2018-05-06,318,2018-04-30
7,2018-05-07/2018-05-13,357,2018-05-07
7,2018-05-14/2018-05-20,320,2018-05-14
7,2018-05-21/2018-05-27,173,2018-05-21
7,2018-05-28/2018-06-03,131,2018-05-28
7,2018-06-04/2018-06-10,161,2018-06-04
7,2018-06-11/2018-06-17,144,2018-06-11
7,2018-06-18/2018-06-24,95,2018-06-18
7,2018-06-25/2018-07-01,139,2018-06-25
7,2018-07-02/2018-07-08,70,2018-07-02
7,2018-07-09/2018-07-15,85,2018-07-09
7,2018-07-16/2018-07-22,31,2018-07-16
7,2018-07-23/2018-07-29,8,2018-07-23
7,2018-07-30/2018-08-05,88,2018-07-30
7,2018-08-06/2018-08-12,114,2018-08-06
7,2018-08-13/2018-08-19,176,2018-08-13
7,2018-08-20/2018-08-26,168,2018-08-20
7,2018-08-27/2018-09-02,368,2018-08-27
7,2018-09-03/2018-09-09,337,2018-09-03
7,2018-09-10/2018-09-16,547,2018-09-10
7,2018-09-17/2018-09-23,424,2018-09-17
7,2018-09-24/2018-09-30,528,2018-09-24
7,2018-10-01/2018-10-07,429,2018-10-01
7,2018-10-08/2018-10-14,688,2018-10-08
7,2018-10-15/2018-10-21,648,2018-10-15
7,2018-10-22/2018-10-28,388,2018-10-22
7,2018-10-29/2018-11-04,573,2018-10-29
7,2018-11-05/2018-11-11,798,2018-11-05
7,2018-11-12/2018-11-18,803,2018-11-12
7,2018-11-19/2018-11-25,623,2018-11-19
7,2018-11-26/2018-12-02,585,2018-11-26
7,2018-12-03/2018-12-09,372,2018-12-03
7,2018-12-10/2018-12-16,341,2018-12-10
7,2018-12-17/2018-12-23,187,2018-12-17
7,2018-12-24/2018-12-30,229,2018-12-24
7,2018-12-31/2019-01-06,349,2018-12-31
7,2019-01-07/2019-01-13,406,2019-01-07
7,2019-01-14/2019-01-20,286,2019-01-14
7,2019-01-21/2019-01-27,202,2019-01-21
7,2019-01-28/2019-02-03,326,2019-01-28
7,2019-02-04/2019-02-10,339,2019-02-04
7,2019-02-11/2019-02-17,545,2019-02-11
7,2019-02-18/2019-02-24,568,2019-02-18
7,2019-02-25/2019-03-03,802,2019-02-25
7,2019-03-04/2019-03-10,429,2019-03-04
7,2019-03-11/2019-03-17,498,2019-03-11
7,2019-03-18/2019-03-24,1005,2019-03-18
7,2019-03-25/2019-03-31,909,2019-03-25
7,2019-04-01/2019-04-07,769,2019-04-01
7,2019-04-08/2019-04-14,844,2019-04-08
7,2019-04-15/2019-04-21,588,2019-04-15
7,2019-04-22/2019-04-28,655,2019-04-22
7,2019-04-29/2019-05-05,414,2019-04-29
7,2019-05-06/2019-05-12,426,2019-05-06
7,2019-05-13/2019-05-19,263,2019-05-13
7,2019-05-20/2019-05-26,400,2019-05-20
7,2019-05-27/2019-06-02,378,2019-05-27
7,2019-06-03/2019-06-09,107,2019-06-03
7,2019-06-10/2019-06-16,168,2019-06-10
7,2019-06-17/2019-06-23,171,2019-06-17
7,2019-06-24/2019-06-30,24,2019-06-24
7,2019-07-01/2019-07-07,114,2019-07-01
7,2019-07-08/2019-07-14,89,2019-07-08
7,2019-07-15/2019-07-21,101,2019-07-15
7,2019-07-22/2019-07-28,118,2019-07-22
7,2019-07-29/2019-08-04,178,2019-07-29
7,2019-08-05/2019-08-11,99,2019-08-05
7,2019-08-12/2019-08-18,84,2019-08-12
7,2019-08-19/2019-08-25,217,2019-08-19
7,2019-08-26/2019-09-01,163,2019-08-26
7,2019-09-02/2019-09-08,309,2019-09-02
7,2019-09-09/2019-09-15,236,2019-09-09
7,2019-09-16/2019-09-22,246,2019-09-16
7,2019-09-23/2019-09-29,719,2019-09-23
7,2019-09-30/2019-10-06,421,2019-09-30
7,2019-10-07/2019-10-13,853,2019-10-07
7,2019-10-14/2019-10-20,636,2019-10-14
7,2019-10-21/2019-10-27,610,2019-10-21
7,2019-10-28/2019-11-03,893,2019-10-28
7,2019-11-04/2019-11-10,628,2019-11-04
7,2019-11-11/2019-11-17,804,2019-11-11
7,2019-11-18/2019-11-24,730,2019-11-18
7,2019-11-25/2019-12-01,700,2019-11-25
7,2019-12-02/2019-12-08,278,2019-12-02
7,2019-12-09/2019-12-15,269,2019-12-09
7,2019-12-16/2019-12-22,114,2019-12-16
7,2019-12-23/2019-12-29,268,2019-12-23
7,2019-12-30/2020-01-05,583,2019-12-30
7,2020-01-06/2020-01-12,408,2020-01-06
7,2020-01-13/2020-01-19,629,2020-01-13
7,2020-01-20/2020-01-26,312,2020-01-20
7,2020-01-27/2020-02-02,405,2020-01-27
7,2020-02-03/2020-02-09,357,2020-02-03
7,2020-02-10/2020-02-16,331,2020-02-10
7,2020-02-17/2020-02-23,679,2020-02-17
7,2020-02-24/2020-03-01,314,2020-02-24
7,2020-03-02/2020-03-08,427,2020-03-02
7,2020-03-09/2020-03-15,510,2020-03-09
7,2020-03-16/2020-03-22,681,2020-03-16
7,2020-03-23/2020-03-29,547,2020-03-23
7,2020-03-30/2020-04-05,645,2020-03-30
7,2020-04-06/2020-04-12,656,2020-04-06
7,2020-04-13/2020-04-19,1107,2020-04-13
7,2020-04-20/2020-04-26,429,2020-04-20
7,2020-04-27/2020-05-03,663,2020-04-27
7,2020-05-04/2020-05-10,817,2020-05-04
7,2020-05-11/2020-05-17,572,2020-05-11
7,2020-05-18/2020-05-24,804,2020-05-18
7,2020-05-25/2020-05-31,328,2020-05-25
7,2020-06-01/2020-06-07,461,2020-06-01
7,2020-06-08/2020-06-14,276,2020-06-08
7,2020-06-15/2020-06-21,112,2020-06-15
7,2020-06-22/2020-06-28,185,2020-06-22
7,2020-06-29/2020-07-05,106,2020-06-29
7,2020-07-06/2020-07-12,135,2020-07-06
7,2020-07-13/2020-07-19,128,2020-07-13
7,2020-07-20/2020-07-26,180,2020-07-20
7,2020-07-27/2020-08-02,112,2020-07-27
7,2020-08-03/2020-08-09,79,2020-08-03
7,2020-08-10/2020-08-16,45,2020-08-10
7,2020-08-17/2020-08-23,153,2020-08-17
7,2020-08-24/2020-08-30,199,2020-08-24
7,2020-08-31/2020-09-06,158,2020-08-31
7,2020-09-07/2020-09-13,164,2020-09-07
7,2020-09-14/2020-09-20,653,2020-09-14
7,2020-09-21/2020-09-27,589,2020-09-21
7,2020-09-28/2020-10-04,682,2020-09-28
7,2020-10-05/2020-10-11,669,2020-10-05
7,2020-10-12/2020-10-18,718,2020-10-12
7,2020-10-19/2020-10-25,894,2020-10-19
7,2020-10-26/2020-11-01,891,2020-10-26
7,2020-11-02/2020-11-08,651,2020-11-02
7,2020-11-09/2020-11-15,1181,2020-11-09
7,2020-11-16/2020-11-22,984,2020-11-16
7,2020-11-23/2020-11-29,1026,2020-11-23
7,2020-11-30/2020-12-06,578,2020-11-30
7,2020-12-07/2020-12-13,536,2020-12-07
7,2020-12-14/2020-12-20,246,2020-12-14
7,2020-12-21/2020-12-27,74,2020-12-21
7,2020-12-28/2021-01-03,476,2020-12-28
7,2021-01-04/2021-01-10,640,2021-01-04
7,2021-01-11/2021-01-17,409,2021-01-11
7,2021-01-18/2021-01-24,531,2021-01-18
7,2021-01-25/2021-01-31,387,2021-01-25
7,2021-02-01/2021-02-07,231,2021-02-01
7,2021-02-08/2021-02-14,268,2021-02-08
7,2021-02-15/2021-02-21,752,2021-02-15
7,2021-02-22/2021-02-28,1163,2021-02-22
7,2021-03-01/2021-03-07,1017,2021-03-01
7,2021-03-08/2021-03-14,949,2021-03-08
7,2021-03-15/2021-03-21,754,2021-03-15
7,2021-03-22/2021-03-28,1233,2021-03-22
7,2021-03-29/2021-04-04,892,2021-03-29
7,2021-04-05/2021-04-11,910,2021-04-05
7,2021-04-12/2021-04-18,921,2021-04-12
7,2021-04-19/2021-04-25,529,2021-04-19
7,2021-04-26/2021-05-02,772,2021-04-26
7,2021-05-03/2021-05-09,530,2021-05-03
7,2021-05-10/2021-05-16,554,2021-05-10
7,2021-05-17/2021-05-23,342,2021-05-17
7,2021-05-24/2021-05-30,286,2021-05-24
7,2021-05-31/2021-06-06,279,2021-05-31
7,2021-06-07/2021-06-13,255,2021-06-07
7,2021-06-14/2021-06-20,141,2021-06-14
7,2021-06-21/2021-06-27,89,2021-06-21
7,2021-06-28/2021-07-04,122,2021-06-28
7,2021-07-05/2021-07-11,119,2021-07-05
7,2021-07-12/2021-07-18,34,2021-07-12
7,2021-07-19/2021-07-25,145,2021-07-19
7,2021-07-26/2021-08-01,118,2021-07-26
7,2021-08-02/2021-08-08,26,2021-08-02
7,2021-08-09/2021-08-15,108,2021-08-09
7,2021-08-16/2021-08-22,171,2021-08-16
7,2021-08-23/2021-08-29,296,2021-08-23
7,2021-08-30/2021-09-05,310,2021-08-30
7,2021-09-06/2021-09-12,132,2021-09-06
7,2021-09-13/2021-09-19,356,2021-09-13
7,2021-09-20/2021-09-26,953,2021-09-20
7,2021-09-27/2021-10-03,702,2021-09-27
7,2021-10-04/2021-10-10,426,2021-10-04
7,2021-10-11/2021-10-17,796,2021-10-11
7,2021-10-18/2021-10-24,715,2021-10-18
7,2021-10-25/2021-10-31,666,2021-10-25
7,2021-11-01/2021-11-07,421,2021-11-01
7,2021-11-08/2021-11-14,706,2021-11-08
7,2021-11-15/2021-11-21,889,2021-11-15
7,2021-11-22/2021-11-28,616,2021-11-22
7,2021-11-29/2021-12-05,751,2021-11-29
7,2021-12-06/2021-12-12,285,2021-12-06
7,2021-12-13/2021-12-19,235,2021-12-13
7,2021-12-20/2021-12-26,78,2021-12-20
8,2017-12-25/2017-12-31,300,2017-12-25
8,2018-01-01/2018-01-07,413,2018-01-01
8,2018-01-08/2018-01-14,324,2018-01-08
8,2018-01-15/2018-01-21,166,2018-01-15
8,2018-01-22/2018-01-28,231,2018-01-22
8,2018-01-29/2018-02-04,171,2018-01-29
8,2018-02-05/2018-02-11,98,2018-02-05
8,2018-02-12/2018-02-18,205,2018-02-12
8,2018-02-19/2018-02-25,35,2018-02-19
8,2018-02-26/2018-03-04,153,2018-02-26
8,2018-03-05/2018-03-11,254,2018-03-05
8,2018-03-12/2018-03-18,272,2018-03-12
8,2018-03-19/2018-03-25,430,2018-03-19
8,2018-03-26/2018-04-01,238,2018-03-26
8,2018-04-02/2018-04-08,614,2018-04-02
8,2018-04-09/2018-04-15,512,2018-04-09
8,2018-04-16/2018-04-22,296,2018-04-16
8,2018-04-23/2018-04-29,405,2018-04-23
8,2018-04-30/2018-05-06,249,2018-04-30
8,2018-05-07/2018-05-13,210,2018-05-07
8,2018-05-14/2018-05-20,307,2018-05-14
8,2018-05-21/2018-05-27,185,2018-05-21
8,2018-05-28/2018-06-03,208,2018-05-28
8,2018-06-04/2018-06-10,80,2018-06-04
8,2018-06-11/2018-06-17,138,2018-06-11
8,2018-06-18/2018-06-24,76,2018-06-18
8,2018-06-25/2018-07-01,52,2018-06-25
8,2018-07-02/2018-07-08,70,2018-07-02
8,2018-07-09/2018-07-15,35,2018-07-09
8,2018-07-16/2018-07-22,41,2018-07-16
8,2018-07-23/2018-07-29,20,2018-07-23
8,2018-07-30/2018-08-05,63,2018-07-30
8,2018-08-06/2018-08-12,89,2018-08-06
8,2018-08-13/2018-08-19,119,2018-08-13
8,2018-08-20/2018-08-26,216,2018-08-20
8,2018-08-27/2018-09-02,194,2018-08-27
8,2018-09-03/2018-09-09,298,2018-09-03
8,2018-09-10/2018-09-16,135,2018-09-10
8,2018-09-17/2018-09-23,215,2018-09-17
8,2018-09-24/2018-09-30,214,2018-09-24
8,2018-10-01/2018-10-07,262,2018-10-01
8,2018-10-08/2018-10-14,189,2018-10-08
8,2018-10-15/2018-10-21,367,2018-10-15
8,2018-10-22/2018-10-28,181,2018-10-22
8,2018-10-29/2018-11-04,400,2018-10-29
8,2018-11-05/2018-11-11,553,2018-11-05
8,2018-11-12/2018-11-18,230,2018-11-12
8,2018-11-19/2018-11-25,194,2018-11-19
8,2018-11-26/2018-12-02,201,2018-11-26
8,2018-12-03/2018-12-09,159,2018-12-03
8,2018-12-10/2018-12-16,321,2018-12-10
8,2018-12-17/2018-12-23,4,2018-12-17
8,2018-12-24/2018-12-30,326,2018-12-24
8,2018-12-31/2019-01-06,353,2018-12-31
8,2019-01-07/2019-01-13,332,2019-01-07
8,2019-01-14/2019-01-20,224,2019-01-14
8,2019-01-21/2019-01-27,397,2019-01-21
8,2019-01-28/2019-02-03,124,2019-01-28
8,2019-02-04/2019-02-10,168,2019-02-04
8,2019-02-11/2019-02-17,336,2019-02-11
8,2019-02-18/2019-02-24,294,2019-02-18
8,2019-02-25/2019-03-03,536,2019-02-25
8,2019-03-04/2019-03-10,227,2019-03-04
8,2019-03-11/2019-03-17,284,2019-03-11
8,2019-03-18/2019-03-24,472,2019-03-18
8,2019-03-25/2019-03-31,525,2019-03-25
8,2019-04-01/2019-04-07,598,2019-04-01
8,2019-04-08/2019-04-14,441,2019-04-08
8,2019-04-15/2019-04-21,490,2019-04-15
8,2019-04-22/2019-04-28,457,2019-04-22
8,2019-04-29/2019-05-05,292,2019-04-29
8,2019-05-06/2019-05-12,346,2019-05-06
8,2019-05-13/2019-05-19,153,2019-05-13
8,2019-05-20/2019-05-26,212,2019-05-20
8,2019-05-27/2019-06-02,338,2019-05-27
8,2019-06-03/2019-06-09,178,2019-06-03
8,2019-06-10/2019-06-16,69,2019-06-10
8,2019-06-17/2019-06-23,99,2019-06-17
8,2019-06-24/2019-06-30,159,2019-06-24
8,2019-07-01/2019-07-07,96,2019-07-01
8,2019-07-08/2019-07-14,78,2019-07-08
8,2019-07-15/2019-07-21,108,2019-07-15
8,2019-07-22/2019-07-28,60,2019-07-22
8,2019-07-29/2019-08-04,65,2019-07-29
8,2019-08-05/2019-08-11,166,2019-08-05
8,2019-08-12/2019-08-18,132,2019-08-12
8,2019-08-19/2019-08-25,66,2019-08-19
8,2019-08-26/2019-09-01,344,2019-08-26
8,2019-09-02/2019-09-08,156,2019-09-02
8,2019-09-09/2019-09-15,202,2019-09-09
8,2019-09-16/2019-09-22,156,2019-09-16
8,2019-09-23/2019-09-29,197,2019-09-23
8,2019-09-30/2019-10-06,222,2019-09-30
8,2019-10-07/2019-10-13,237,2019-10-07
8,2019-10-14/2019-10-20,215,2019-10-14
8,2019-10-21/2019-10-27,391,2019-10-21
8,2019-10-28/2019-11-03,320,2019-10-28
8,2019-11-04/2019-11-10,202,2019-11-04
8,2019-11-11/2019-11-17,285,2019-11-11
8,2019-11-18/2019-11-24,396,2019-11-18
8,2019-11-25/2019-12-01,216,2019-11-25
8,2019-12-02/2019-12-08,111,2019-12-02
8,2019-12-09/2019-12-15,180,2019-12-09
8,2019-12-16/2019-12-22,125,2019-12-16
8,2019-12-23/2019-12-29,90,2019-12-23
8,2019-12-30/2020-01-05,666,2019-12-30
8,2020-01-06/2020-01-12,559,2020-01-06
8,2020-01-13/2020-01-19,532,2020-01-13
8,2020-01-20/2020-01-26,289,2020-01-20
8,2020-01-27/2020-02-02,324,2020-01-27
8,2020-02-03/2020-02-09,291,2020-02-03
8,2020-02-10/2020-02-16,98,2020-02-10
8,2020-02-17/2020-02-23,269,2020-02-17
8,2020-02-24/2020-03-01,381,2020-02-24
8,2020-03-02/2020-03-08,340,2020-03-02
8,2020-03-09/2020-03-15,408,2020-03-09
8,2020-03-16/2020-03-22,449,2020-03-16
8,2020-03-23/2020-03-29,607,2020-03-23
8,2020-03-30/2020-04-05,737,2020-03-30
8,2020-04-06/2020-04-12,790,2020-04-06
8,2020-04-13/2020-04-19,807,2020-04-13
8,2020-04-20/2020-04-26,625,2020-04-20
8,2020-04-27/2020-05-03,761,2020-04-27
8,2020-05-04/2020-05-10,807,2020-05-04
8,2020-05-11/2020-05-17,289,2020-05-11
8,2020-05-18/2020-05-24,678,2020-05-18
8,2020-05-25/2020-05-31,419,2020-05-25
8,2020-06-01/2020-06-07,369,2020-06-01
8,2020-06-08/2020-06-14,187,2020-06-08
8,2020-06-15/2020-06-21,170,2020-06-15
8,2020-06-22/2020-06-28,229,2020-06-22
8,2020-06-29/2020-07-05,136,2020-06-29
8,2020-07-06/2020-07-12,102,2020-07-06
8,2020-07-13/2020-07-19,166,2020-07-13
8,2020-07-20/2020-07-26,170,2020-07-20
8,2020-07-27/2020-08-02,94,2020-07-27
8,2020-08-03/2020-08-09,145,2020-08-03
8,2020-08-10/2020-08-16,157,2020-08-10
8,2020-08-17/2020-08-23,108,2020-08-17
8,2020-08-24/2020-08-30,114,2020-08-24
8,2020-08-31/2020-09-06,346,2020-08-31
8,2020-09-07/2020-09-13,197,2020-09-07
8,2020-09-14/2020-09-20,327,2020-09-14
8,2020-09-21/2020-09-27,357,2020-09-21
8,2020-09-28/2020-10-04,315,2020-09-28
8,2020-10-05/2020-10-11,278,2020-10-05
8,2020-10-12/2020-10-18,446,2020-10-12
8,2020-10-19/2020-10-25,444,2020-10-19
8,2020-10-26/2020-11-01,540,2020-10-26
8,2020-11-02/2020-11-08,368,2020-11-02
8,2020-11-09/2020-11-15,642,2020-11-09
8,2020-11-16/2020-11-22,372,2020-11-16
8,2020-11-23/2020-11-29,404,2020-11-23
8,2020-11-30/2020-12-06,203,2020-11-30
8,2020-12-07/2020-12-13,199,2020-12-07
8,2020-12-14/2020-12-20,107,2020-12-14
8,2020-12-21/2020-12-27,65,2020-12-21
8,2020-12-28/2021-01-03,715,2020-12-28
8,2021-01-04/2021-01-10,743,2021-01-04
8,2021-01-11/2021-01-17,563,2021-01-11
8,2021-01-18/2021-01-24,635,2021-01-18
8,2021-01-25/2021-01-31,190,2021-01-25
8,2021-02-01/2021-02-07,582,2021-02-01
8,2021-02-08/2021-02-14,161,2021-02-08
8,2021-02-15/2021-02-21,456,2021-02-15
