product_id,week,sku_sold,week_start
745,2020-11-16/2020-11-22,0,2020-11-16
746,2018-07-16/2018-07-22,452,2018-07-16
746,2019-06-17/2019-06-23,757,2019-06-17
746,2019-10-21/2019-10-27,306,2019-10-21
747,2018-02-12/2018-02-18,158,2018-02-12
747,2018-05-28/2018-06-03,158,2018-05-28
747,2018-07-30/2018-08-05,220,2018-07-30
747,2018-11-19/2018-11-25,250,2018-11-19
747,2019-01-28/2019-02-03,312,2019-01-28
748,2019-05-27/2019-06-02,822,2019-05-27
749,2018-04-02/2018-04-08,274,2018-04-02
749,2018-08-06/2018-08-12,277,2018-08-06
749,2018-10-01/2018-10-07,91,2018-10-01
749,2018-10-08/2018-10-14,91,2018-10-08
749,2018-10-29/2018-11-04,11,2018-10-29
749,2019-02-04/2019-02-10,319,2019-02-04
749,2019-02-11/2019-02-17,19,2019-02-11
749,2019-04-22/2019-04-28,22,2019-04-22
750,2019-01-14/2019-01-20,3,2019-01-14
750,2019-01-21/2019-01-27,212,2019-01-21
751,2019-07-29/2019-08-04,216,2019-07-29
752,2019-04-01/2019-04-07,267,2019-04-01
753,2019-04-01/2019-04-07,225,2019-04-01
753,2019-06-03/2019-06-09,12,2019-06-03
754,2018-11-19/2018-11-25,58,2018-11-19
